S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
1969,5894,17-Oct-15,75613,Emergency-Electrical,Maintenance of St. Lights,Canara Solar System Hubli,ºÀÄ.«¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA. 9 gÀ ªÁå¦ÛAiÀÄ°è §gÀÄªÀ ©Ă¢ ¢Ă¥ÀUÀ¼À G¸ÀÄÛªÁj ªÀ ¤ªÀđºÀuÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ (¸À¥ÉÖA§gï-2015) gÀ ªÀgÉUÉ,"Maintenance of Street light Fixtures in Zonal No. 9 HDMC, Hubli (September-2015)",20-Oct-15,99647,20-Oct-15,99647
1970,5893,17-Oct-15,75613,Emergency-Electrical,Maintenance of St. Lights,Canara Solar System Hubli,ºÀÄ.«¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA. 9 gÀ ªÁå¦ÛAiÀÄ°è §gÀÄªÀ ©Ă¢ ¢Ă¥ÀUÀ¼À G¸ÀÄÛªÁj ªÀ ¤ªÀđºÀuÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ (CUÀµïÖ-2015) gÀ ªÀgÉUÉ,"Maintenance of Street light Fixtures in Zonal No. 9 HDMC, Hubli (August-2015)",20-Oct-15,102967,20-Oct-15,102967
1971,9816,04-Mar-15,69128,Emergency-Roads,Civil,Shrinivas N Mane,ºÀÄ.«.ªÁqÀđ £ÀA 24 gÀ CªÀÄvÀUÉÆĂ¼À-gÁAiÀiÁ¥ÀÆgÀ ¨ÉÊ¥Á¸À gÀ¸ÉÛ ( dqÀÓ PÁélgÀ́ ºÀwÛgÀ) zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Regarding  Road Work At Amargol Rayapur Baipass Road (  near Judge Qutrs) in ward no 24,09-Mar-15,31430,10-Apr-15,31430
1972,10510,27-Mar-15,70615,Emergency-Roads,Civil,Gadag Kushal C,ºÀÄ.«.ªÁqÀđ.£ÀA.54gÀ zÀÄUÀđzÀ ¨ÉÊ® ¸ÁªÀ¼ÀV ¥ÀÆªÀđgÀ CAUÀr JzÀÄjUÉ PÁAQæĂl ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Concret Work at Durgad Bail warrd no.54,30-Mar-15,92671,10-Apr-15,92671
1973,10695,30-Mar-15,70624,Emergency-Roads,Civil,Gandolakar S.M.,ºÀÄ.«.ªÁ£ÀA.54gÀ §ªÀiÁä¥ÀÄgÀ PÀÄA¨ÁgÀ NtÂ ²æĂ EqÀUÀÄAf UÀt¥Àw zÉĂªÀ¸ÁÜ£À ºÀwÛgÀ ¥ÉÊ¥ï ¯ÉÊ£ï mÉæAZÀUÉ PÁAQæĂl ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀzÀÄ.,Regarding Concret Work at Bammapur Kumbar Oni ward no.54,30-Mar-15,92308,10-Apr-15,92308
1974,10409,25-Mar-15,70469,Emergency-Roads,Civil,Shibhargatti Z.T,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 22gÀ°è PÀ.«.«zÁå®AiÀÄ gÀ¸ÉÛ CAqÀgÀ¥Á¸ï gÀ¸ÉÛ §¢UÀ¼À°è PÁAQæĂl ºÁQ gÀ¸ÉÛ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Regarding Open Drain Work At K.V.Vidhyalaya Road under pass road. in ward no 17,31-Mar-15,99783,10-Apr-15,99783
1975,10410,25-Mar-15,70468,Emergency-Roads,Civil,Shibhargatti Z.T,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA  14 gÀ ªÀiÁ¼ÀªÀÄrØ ¸ÉÖĂµÀ£ï gÀ¸ÉÛ 5 £ÉĂ PÁæ¸À jPÁë ¸ÁÖAqÀ¢AzÀ 7£ÉĂ PÁæ¸ÀªÀgÉUÉ gÀ¸ÉÛ §¢AiÀÄ ªÀÄtÚ£ÀÄß vÉUÉzÀÄ ¸ÁV¸ÀÄªÀzÀÄ.,Regardng Road work At Malamaddi Station Road 5th cross Auto Stand. in ward no 14.,31-Mar-15,49690,10-Apr-15,49690
1976,10040,12-Mar-15,68806,Emergency-Roads,Civil,Biradar Sanjaykumar Shankargowda,ºÀÄ.«.ªÁqÀđ £ÀA 24 gÀ CªÀÄgÀUÉÆĂ¼ÀÀ-dqÀÓ PÁélgÀ́ ºÀwÛgÀzÀ PÀZÁÑgÀ¸ÉÛAiÀÄ£ÀÄß zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Rearding Road work At Amargol near Judge qutrs. in ward no 24,31-Mar-15,98863,10-Apr-15,98863
1977,10871,31-Mar-15,68434,Emergency-Roads,Civil,Kundgol F.A.,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 21 gÀ £ÀªÀ®ÆgÀ UÁæªÀÄzÀ ªÀÄÄRågÀ¸ÉÛ, ¦.©.gÀ¸ÉÛ¬ÄAzÀ UÁæªÀÄPÉ̀ ºÉÆĂUÀÄªÀ gÀ¸ÉÛ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.","Regarding Road work At Navaloor Gram Main road, P.B. Road. in ward no 21",31-Mar-15,95275,10-Apr-15,95275
1978,10860,31-Mar-15,70426,Emergency-Roads,Civil,Yaragatti Niyazahmad M,ºÀÄ.«.ªÁqÀđ £ÀA 50 gÀ ªÀiË¯Á° zÀUÀđ ¥ÀoÁt ªÀÄ£É  ºÁUÀÆ ªÀÄAlÆgÀ ªÀÄÄRågÀ¸ÉÛAiÀÄ°è ¸Áèöå§ ºÁPÀÄªÀzÀÄ.,Regarding  Drain work At  Maulali Darga Near Phatan Residence. & Mantur Main Road. in ward no 50,31-Mar-15,13513,10-Apr-15,13513
1979,146,15-Apr-15,69992,Emergency-Roads,Civil,Annigeri Govind Shetteppa,"ºÀÄ.«.ªÁqÀđ £ÀA 50, 51 gÀ  ±ÀÈAUÁgÀ mÁQĂ¸À ºÀwÛgÀ qÉ©æĂ¸ï vÉUÉAiÀÄÄªÀzÀÄ ªÀÄvÀÄÛ ªÀÄAlÆgÀ gÀ¸ÉÛAiÀÄ°ègÀªÀ ¸Àä±Á£ÀzÀ M¼À¨sÁUÀzÀ°è ¸ÀéZÀÑ ªÀiÁqÀÄªÀzÀÄ.","Regarding Road work At Near Sharingar Talkies, & Mantur Road. in ward no 50.51",30-Apr-15,39040,14-May-15,39040
1980,282,20-Apr-15,66331,Emergency-Roads,Civil,Madaras Mohammed Ashfaq,ºÀÄ.«.ªÁqÀđ £ÀA 61 gÀ ¸ÀzÀ¸ÉÆĂ¥sÁ D¸ÀàvÉæ DªÀgÀtzÀ PÀA§ªÀ£ÀÄß ¸Àj¥Àr¸ÀÄªÀÅzÀÄ ºÁUÀÄ  gÀ¸ÉÛ ªÀiÁUÀđzÀ°è ªÉĂUÀvÀqÉAiÀÄ£ÀÄß ¤«Äđ¸ÀÄªÀÅzÀÄ.,Regarding Road Wrok At Sadarsofa Hospital Ground in ward no 61,05-May-15,17040,08-Jun-15,17040
1981,977,16-May-15,70633,Emergency-Roads,Civil,Gangavati S.S.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA. 35gÀ ¥ÀæªÀÄÄR gÀ¸ÉÛUÀ½UÉ Rr ¥ÁåZÀ ºÁPÀÄªÀÅzÀÄ,Ward no.35 main road  murrum & Metalwork in Hubli Division,20-May-15,71513,08-Jun-15,71513
1982,490,25-Apr-15,70742,Emergency-Roads,Civil,Bijapur Manjunath Mallappa,ºÀÄ.«.ªÁ£ÀA.60gÀ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ ¥ÀPÀ̀zÀ ¸ÀªÀÄUÀæ D¥ÀÛ ¸ÀªÀiÁ¯ÉÆĂZÀ£Á ºÁUÀÆ ¥ÀjĂPÁë PÉĂAzÀæzÀ DªÀgÀtzÀ°è PÁAQæĂl ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀzÀÄ.,Regarding Cocret Work at Old Hubli ward no.60,25-May-15,29176,08-Jun-15,29176
1983,486,25-Apr-15,70741,Emergency-Roads,Civil,Bijapur Manjunath Mallappa,ºÀÄ.«.ªÁ.£ÀA.60gÀ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ DªÀgÀtzÀ°è PÁAQæĂl ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀzÀÄ.,Regarding Concret Work at Old Hubli ward no.60,25-May-15,99276,08-Jun-15,99276
1984,2141,24-Jun-15,72372,Emergency-Roads,Budgeted Works 2014-15,Isuf S Mannur,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 02gÀ°è zÁ¸À£ÀPÉÆ¥Àà ¸ÀPÀđ®¢AzÀ UÉÆĂªÁ gÀ¸ÉÛªÀgÉUÉ (PÉ®UÉĂj gÀ¸ÉÛ) ¤gÀÄ¥ÀAiÀÄÄPÀÛ ¸ÁªÀÄVæ ¸ÁV¸ÀÄªÀÅzÀÄ.,Regarding Roads Work at Dharwad Division in ward no.02,27-Jun-15,98723,07-Jul-15,98723
1985,1642,06-Jun-15,70831,Emergency-Roads,Civil,Bijapur Manjunath Mallappa,ºÀÄ.«.ªÁqÀđ.£ÀA.54gÀ ªÀÄÆgÀÄ¸Á«gÀªÀÄoÀ JzÀÄjUÉ ºÁUÀÆ d£ÀvÁ §eÁgÀ ¸ÀÆ¥ÀgÀ ªÀiÁPÉĂđl PÀAmÉĂ£Àgï ¤°è¸ÀÄªÀ ¸ÀÜ¼ÀzÀ°è PÁAQæĂl ºÁPÀÄªÀÅzÀÄ.,Regarding oncret Work at Super Market ward no.54,11-Jun-15,49688,07-Jul-15,49688
1986,2251,26-Jun-15,72727,Emergency-Roads,Civil,Gadag Kushal C,ºÀÄ.«.ªÁqÀđ £ÀA.54gÀ zÀÄUÀđzÀ ¨ÉÊ® ¤Ăj£À mÁQ ºÀwÛgÀ ªÀÄvÀÄÛ PÀjµÁä ¸ÉĂ®́ CAUÀrAiÀÄ JzÀÄjUÉ ¹.¹.¥ÉĂ«AUÀ ªÀiÁqÀÄªÀzÀÄ.,Regardign  Road Peving work At Durgad Bail Near Water Tank  & opp Karishma Sales Store. in ward no 54,30-Jun-15,77349,07-Jul-15,77349
1987,2323,27-Jun-15,72712,Emergency-Roads,Civil,Bhajantri Pandurang M,ºÀÄ.«.ªÁqÀđ £ÀA.57gÀ «ĂgÁ¥ÀÆgÀ NtÂ 4£ÉĂ £ÀA.±Á¯ÉAiÀÄ DªÀgÀtzÀ°è ªÉÆgÀA ºÁQ ¸ÀªÀÄvÀlÄÖ ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Road Mainttenance works at Veerapur Oni in ward no 55,30-Jun-15,22127,07-Jul-15,22127
1988,2573,04-Jul-15,72166,Emergency-Roads,Civil,Talikoti Ravi G,"ºÀÄ.«.ªÁqÀđ £ÀA 58 gÀ zÉĂ¸Á¬Ä NtÂ, AiÀÄ¯Áè¥ÀÆgÀ NtÂ, §rUÉĂgÀ NtÂ, ºÁUÀÆ UÁqÀđ£À ¥ÉĂl PÁélđgÀ́  »A¢£À gÀ¸ÉÛAiÀÄ°è ©zÀƯ vÀUÀÄÎUÀ½UÉ ªÉÄl°AUï ¥ÁåZï ºÁQ gÀ¸ÉÛ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.","Regarding Road Meteling work At Desai Oni, Yallapur Oni, Badiger Oni, & Gardanpeth Quarts Back Side Road in ward no 58",07-Jul-15,79188,06-Aug-15,79188
1989,2570,04-Jul-15,72162,Emergency-Roads,Civil,Talikoti Ravi G,"ºÀÄ.«.ªÁqÀđ £ÀA.55gÀ »gÉ¥ÉĂl ªÀÄÄRå gÀ¸ÉÛ vÀA§zÀ NtÂ, ¨sÀÆ¸À¥ÉĂl, ²A¦UÀ°è ²Ă®ªÀAvÀgÀ NtÂ, CQ̀ºÉÆAqÀ ºÁUÀÆ UÁqÀđ£À¥ÉĂl ²gÀUÀÄ¦àAiÀÄªÀgÀ ªÀÄ£ÉAiÀÄªÀgÀ ºÀwÛgÀ gÀ¸ÉÛUÀ½UÉ Rr ¥ÁåZï ºÁPÀÄªÀzÀÄ.","Regarding Road Mainttenance works at Heerepeth mani road, Tambad oni, Bhuspeth, kadi pach works in ward no 55",07-Jul-15,80691,06-Aug-15,80691
1990,2571,04-Jul-15,72164,Emergency-Roads,Civil,Talikoti Ravi G,"ºÀÄ.«.ªÁqÀđ £ÀA.57gÀ «ĂgÁ¥ÀÆgÀ NtÂ ªÀÄÄRå gÀ¸ÉÛ, PÀªÀiÁ£ÀUÁgÀ ¯ÉĂ£À ºÁUÀÆ ªÀÄºÁ§¼ÉĂ±ÀégÀ ªÀÄÄRå gÀ¸ÉÛAiÀÄ°è ©zÀƯ vÀUÀÄÎUÀ½UÉ ªÉÄl°AUÀ ¥ÁåZï ºÁQ gÀ¸ÉÛ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.",Regarding Road Mainttenance works at Veerapur oni kamangarlen Mahabaleshwar main road in ward No 57,07-Jul-15,83849,06-Aug-15,83849
1991,3754,14-Aug-15,73787,Emergency-Roads,Budgeted Works 2015-16,Abdul Rasheed Bholabhai,ºÀÄ.«.ªÁ.£ÀA: 47gÀ°è §gÀÄªÀ ºÁ° EgÀÄªÀ ¹àĂqÀ ¨ÉæĂPÀgÀ́UÀ¼À£ÀÄß vÉUÉzÀ ºÁPÀÄªÀzÀÄ,Removal of Existing  Speed Braker in ward no 47,20-Aug-15,8916,09-Sep-15,8916
1992,5140,29-Sep-15,73801,Emergency-Roads,Civil,Mundasad G.V.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 07gÀ°è ªÀÄÈvÀÄåAdAiÀÄ £ÀUÀgÀ ¸Àä±Á£À gÀ¸ÀÛUÉ Rr ¥ÁåZï PÁªÀÄUÁj.,Regarding Road work At Mruthunjaya Nagar SamshanGatti. in ward no 7,30-Sep-15,35473,07-Oct-15,35473
1993,10348,24-Mar-15,70733,Fuel charges,Fuel charges,Joshi R.M. Motors,ªÀiÁ£Àå DAiÀÄÄPÀÛgÀ PÀZÉĂj G¥ÀAiÉÆĂUÀPÁ̀V ¤ĂqÀ¯ÁzÀ ªÁºÀ£À ¸ÀASÉå PÉJ-25 JªÀiï-199 d£ÉĂªÀj-2015 ªÀÄvÀÄÛ ¥sÉĂ§æªÀj-2015 £ÉĂ wAUÀ½£À ªÁºÀ£ÀPÉ̀ EAzsÀ£À ¥ÀÆgÉÊ¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Regarding  bill for Diesel Supply to Commissioiner vehicle bill for the month of Jan-2015 and Feb-2015,27-Mar-15,5125,10-Apr-15,5125
1994,10743,30-Mar-15,70871,Fuel charges,Fuel charges,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀  ¥sÉ§ÄæªÀj-2015 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  Feb-2015 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,06-Apr-15,2357,20-Apr-15,2357
1995,85,10-Apr-15,71126,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-03-2015 jAzÀ 31-03-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-03-2015 to 31-03-2015,13-Apr-15,355577,20-Apr-15,355577
1996,334,22-Apr-15,71403,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-04-2015 jAzÀ 15-04-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-04-2015 to 15-04-2015,24-Apr-15,321347,27-Apr-15,321347
1997,467,24-Apr-15,70952,Fuel charges,Fuel charges,Asst. Commissioner Zonal Office No 01 Dharwad,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀbÉĂj £ÀA. 01gÀ ªÁqÀđ £ÀA 02 13 17 ºÁUÀÆ 17J £ÉĂzÀƯgÀ ªÁqÀđUÀ¼À°è ªÀÄ£É ªÀÄ£É PÀ¸À ¸ÀAUÀæºÀuÉUÁV DmÉÆĂ n¥ÀàgÀUÀ½UÉ r¸É¯ï ªÉZÀÑ ªÀiÁrzÀ ªÉÆvÀÛ,Regarding diesel bill of auto tipper in ward no 02 13 17 & 17A,05-May-15,70300,12-May-15,70300
1998,816,08-May-15,71771,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-04-2015 jAzÀ 30-04-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-04-2015 to 30-04-2015,12-May-15,294911,14-May-15,294911
1999,1073,19-May-15,72074,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-05-2015 jAzÀ 15-05-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-05-2015 to 15-05-2015,23-May-15,279056,25-May-15,279056
2000,1165,23-May-15,71934,Fuel charges,Fuel charges,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀  ªÀiÁZÀđ-2015 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  March-2015 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,26-May-15,4850,28-May-15,4850
2001,1168,23-May-15,72087,Fuel charges,Fuel charges,Asst. Commissioner Zonal Office No 01 Dharwad,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀbÉĂj £ÀA. 01gÀ ªÁqÀđ £ÀA 02 13 17 ºÁUÀÆ 17J £ÉĂzÀƯgÀ ªÁqÀđUÀ¼À°è ªÀÄ£É ªÀÄ£É PÀ¸À ¸ÀAUÀæºÀuÉUÁV DmÉÆĂ n¥ÀàgÀUÀ½UÉ r¸É¯ï ªÉZÀÑ ªÀiÁrzÀ ªÉÆvÀÛ,Regarding diesel bill of auto tipper in ward no 02 13 17 & 17A,27-May-15,87480,28-May-15,87480
2002,1761,10-Jun-15,72721,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-05-2015 jAzÀ 31-05-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-05-2015 to 31-05-2015,15-Jun-15,319471,18-Jun-15,319471
2003,2033,18-Jun-15,72881,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-06-2015 jAzÀ 15-06-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-06-2015 to 15-06-2015,19-Jun-15,273713,22-Jun-15,273713
2004,2201,25-Jun-15,72962,Fuel charges,Fuel charges,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀  K¦æĂ®-15 ªÀÄvÀÄÛ ªÉÄĂ-2015 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  April-2015 & May-15 f Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,27-Jun-15,9950,07-Jul-15,9950
2005,2565,04-Jul-15,73192,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-06-2015 jAzÀ 30-06-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-06-2015 to 30-06-2015,08-Jul-15,283165,09-Jul-15,283165
2006,3039,21-Jul-15,73591,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-07-2015 jAzÀ 15-07-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-07-2015 to 15-07-2015,23-Jul-15,297795,24-Jul-15,297795
2007,2954,17-Jul-15,73474,Fuel charges,Fuel charges,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀  dÆ£À-2015 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  June-2015 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,24-Jul-15,2507,06-Aug-15,2507
2008,3568,07-Aug-15,74081,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-07-2015 jAzÀ 31-07-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-07-2015 to 31-07-2015,11-Aug-15,246867,13-Aug-15,246867
2009,3921,19-Aug-15,74311,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-08-2015 jAzÀ 15-08-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-08-2015 to 15-08-2015,20-Aug-15,248666,25-Aug-15,248666
2010,3928,20-Aug-15,74306,Fuel charges,Fuel charges,M/s S.C.Naregal,"«zÀÄåvÀ SÁvÉ, zsÁgÀªÁqÀ PÀZÉĂj ªÁºÀ£À ¸ÀASÉå. PÉ.J-25 JªÀiï-3734 £ÉĂzÀƯPÉ̀  dÄ¯ÉÊ-2015 gÀ°è r¸ÉĂ¯ï RjĂ¢¹zÀƯgÀ ©® ¸ÀAzÁ¬Ä¸ÀÄªÀ PÀÄjvÀÄ",Payment regarding purchasing of Diesel in the month of  July-2015 of Vehicle No KA-25 M-3734 of  Electrical .Dept Dharwad,27-Aug-15,2366,01-Sep-15,2366
2011,4102,27-Aug-15,73736,Fuel charges,Fuel charges,Asst. Commissioner Zonal Office No 01 Dharwad,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀbÉĂj £ÀA. 01gÀ ªÁqÀđ £ÀA 02 13 17 ºÁUÀÆ 17J £ÉĂzÀƯgÀ ªÁqÀđUÀ¼À°è ªÀÄ£É ªÀÄ£É PÀ¸À ¸ÀAUÀæºÀuÉUÁV DmÉÆĂ n¥ÀàgÀUÀ½UÉ r¸É¯ï ªÉZÀÑ ªÀiÁrzÀ ªÉÆvÀÛ ¢£ÁAPÀ 16-05-15 jAzÀ 30-06-15,Regarding diesel bill of auto tipper in ward no 02 13 17 & 17A,28-Aug-15,53300,01-Sep-15,53300
2012,4480,08-Sep-15,74898,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 16-08-2015 jAzÀ 31-08-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 16-08-2015 to 31-08-2015,09-Sep-15,277936,09-Sep-15,277936
2013,4913,21-Sep-15,75256,Fuel charges,Fuel charges,Deven Agencies Hubli,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ ªÁºÀ£ÀUÀ½UÉ EAzsÀ£À ¥ÀÆgÉÊPÉ ªÀiÁrzÀ ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. 01-09-2015 jAzÀ 15-09-2015 gÀªÀgÉUÉ,Bill for Supply of Diesel to all Vehicles of HDMC. 01-09-2015 to 15-09-2015,24-Sep-15,305470,01-Oct-15,305470
